Company,Exchange,Ticker,Industry,Year Founded,Locations,Number of Employees,S&P Credit Rating (FC LT),S&P Credit Rating (LC LT),Type,NOSH,Price ($USD),Total Enterprise Value ($USDmm),Total Revenue ($USDmm),Gross Profit ($USDmm),EBITDA ($USDmm),EBIT ($USDmm),Net Income ($USDmm),Cash And Equivalents ($USDmm),"Net Property, Plant & Equipment ($USDmm)",Total Assets ($USDmm),Total Debt ($USDmm),Total Equity ($USDmm),Basic EPS ($USD),EPS - Capital IQ ($USD),EPS - # of Estimates Y+1,EBITDA Estimate ($USDmm),EBITDA - # of Estimates Y+1,EBIT Estimate ($USDmm),EBIT - # of Estimates Y+1,Market Cap ($USDmm),TEV/Revenue,TEV/EBITDA,TEV/EBIT,P/E
MEG Energy Corp. ,TSX,MEG,Energy,1999,US/CA,413,B+,B+,Public Company,304.5,14.63,6027.4,3414.5,1902.1,1446.4,1125.7,635.8,285.3,4744.4,6000.0,2392.7,3009.1,2.06,2.7,4,1544.3,5,1258.19,3,4454.835,1.7652364914335918,4.1671736725663715,5.354357288798081,7.101941747572816
Vermilion Energy Inc. ,TSX,VET,Energy,1994,US/CA,716,B+,B+,Public Company,164.0,29.17,6004.1,1496.4,1700.9,1161.3,803.9,655.3,4.76,3996.5,4666.4,1364.5,1632.7,4.03,7.4,6,2004.2,5,1317.45,4,4783.88,4.012363004544239,5.17015413760441,7.468715014305262,7.238213399503722
Hexcel Corporation ,NYSE,HXL,Industrials,1946,US/CA,4863,BB+,BB+,Public Company,84.1,62.62,5979.8,1324.7,311.3,273.4,140.2,90.4,127.7,1796.8,2819.4,874.0,1485.5,1.07,1.57,15,330.9,12,198.09,14,5266.342,4.514078659319091,21.871982443306514,42.65192582025678,58.523364485981304
"Lantheus Holdings, Inc. ",NasdaqGM,LNTH,Health Care,1956,US/CA,612,B+,B+,Public Company,68.7,86.6,5968.8,425.2,367.7,200.8,152.4,32.4,98.5,125.6,863.8,193.3,464.4,0.47600000000000003,3.67,5,392.2,3,356.0,4,5949.42,14.037629350893697,29.725099601593623,39.16535433070866,181.93277310924367
Chord Energy Corporation ,NasdaqGS,CHRD,Energy,2007,US/CA,255,B+,B+,Public Company,41.5,146.47,5923.9,1503.1,1249.6,561.3,408.0,886.7,172.1,1337.3,3026.8,408.3,1221.6,45.4,37.7,5,2310.7,5,2376.0,3,6078.505,3.9411216818574943,10.553892748975592,14.519362745098038,3.2262114537444933
Eagle Materials Inc. ,NYSE,EXP,Materials,1963,US/CA,2200,BBB,BBB,Public Company,37.7,128.14,5915.1,1861.5,544.0,625.9,494.8,383.9,19.4,1640.4,2579.7,974.6,1133.6,9.71,11.9,11,746.5,9,590.09,10,4830.878,3.177598710717164,9.450551206262983,11.954527081649152,13.196704428424303
"Group 1 Automotive, Inc. ",NYSE,GPI,Consumer Discretionary,1995,US/CA,13711,BB+,BB+,Public Company,15.3,191.83,5907.6,13481.9,2803.0,1137.2,1053.0,658.1,14.9,2225.6,5749.4,2860.4,1825.2,37.8,42.0,8,967.6,7,898.84,7,2934.9990000000003,0.43818749582773947,5.194864579669363,5.610256410256411,5.074867724867725
ATI Inc. ,NYSE,ATI,Materials,1960,US/CA,6300,B,B,Public Company,129.9,33.09,5890.9,2799.8,550.2,452.9,328.4,11.8,687.7,1528.5,4285.2,1898.9,832.7,0.09300000000000001,2.16,8,623.5,5,479.5,3,4298.3910000000005,2.1040431459389954,13.007065577390152,17.93818514007308,355.80645161290323
"Gruma, S.A.B. de C.V. ",BMV,GRUMA B,Consumer Staples,1949,LATAM,23485,BBB,BBB,Public Company,372.1,11.72,5851.9,4597.5,1789.4,676.3,539.7,293.6,256.0,1944.8,3842.6,1513.6,1442.0,0.773,0.851,8,833.7,10,607.95,7,4361.012000000001,1.2728439369222402,8.652816797279314,10.842875671669445,15.16170763260026
Adient plc ,NYSE,ADNT,Consumer Discretionary,2016,EU,75000,BB-,BB-,Public Company,94.8,35.18,5839.5,13680.0,688.0,561.0,207.0,795.0,1521.0,1942.0,10778.0,4031.0,2958.0,8.4,2.84,10,886.8,9,554.09,6,3335.064,0.4268640350877193,10.409090909090908,28.21014492753623,4.188095238095238
BlueScope Steel Limited ,ASX,BSL,Materials,1885,APAC,15000,BBB-,BBB-,Public Company,464.1,12.13,5838.4,13111.4,5699.4,2892.0,2589.6,1936.1,1159.4,3886.7,11444.5,906.4,7198.6,3.94,1.73,13,1628.1,14,1174.63,12,5629.533,0.4452918833991793,2.01881051175657,2.254556688291628,3.0786802030456855
Zurn Elkay Water Solutions Corporation ,NYSE,ZWS,Industrials,2006,US/CA,1300,BB,BB,Public Company,177.7,30.31,5826.5,910.9,396.7,197.3,150.5,64.3,96.6,78.5,1077.7,554.5,126.4,0.516,1.12,6,337.7,5,280.01,6,5386.0869999999995,6.396421121967285,29.53117080587937,38.714285714285715,58.740310077519375
ASGN Incorporated ,NYSE,ASGN,Industrials,1985,US/CA,3900,BB,BB,Public Company,50.2,103.88,5819.6,4009.5,1293.0,492.3,406.3,436.3,529.6,112.1,3502.8,1097.4,1865.4,8.42,6.88,7,580.0,7,442.13,5,5214.776,1.4514527996009479,11.821247206987609,14.323406349987694,12.337292161520189
"Spectrum Brands Holdings, Inc. ",NYSE,SPB,Consumer Staples,2009,US/CA,12100,B,B,Public Company,40.8,67.91,5809.2,2998.1,1010.8,230.2,124.1,107.0,187.9,316.7,5340.4,2568.2,1479.0,2.58,2.24,7,327.5,6,176.33,3,2770.7279999999996,1.9376271638704512,25.235447437011295,46.81063658340049,26.321705426356587
Taylor Morrison Home Corporation ,NYSE,TMHC,Consumer Discretionary,1936,US/CA,3100,BB,BB,Public Company,113.7,27.5,5804.3,7501.3,1888.0,1249.8,1211.9,908.5,832.8,241.0,8727.8,3398.3,3971.0,7.48,9.17,8,1479.5,4,1418.79,7,3126.75,0.7737725460920107,4.644183069291087,4.7894215694364215,3.676470588235294
"FTI Consulting, Inc. ",NYSE,FCN,Industrials,1982,US/CA,7048,BB+,BB+,Public Company,33.8,162.6,5798.8,2776.2,887.5,329.8,284.0,218.4,494.5,358.2,3100.9,564.0,1583.3,6.5,7.49,2,409.7,2,361.33,2,5495.879999999999,2.088754412506304,17.582777440873258,20.41830985915493,25.015384615384615
Yamana Gold Inc. ,TSX,YRI,Materials,2003,US/CA,5091,BBB-,BBB-,Public Company,961.1,4.93,5772.6,1815.4,1175.1,1002.7,553.0,266.5,525.0,6775.2,8382.7,846.6,5203.2,0.27699999999999997,0.23399999999999999,13,869.4,8,464.88,4,4738.223,3.179795086482318,5.757055948937868,10.43869801084991,17.79783393501805
Bright Horizons Family Solutions Inc. ,NYSE,BFAM,Consumer Discretionary,1986,US/CA,25800,B+,B+,Public Company,57.8,73.88,5759.7,1755.3,448.4,255.0,150.9,88.9,261.0,1294.6,3640.0,1783.6,1179.3,1.49,2.95,9,350.0,8,210.47,6,4270.263999999999,3.281319432575628,22.58705882352941,38.168986083499,49.58389261744966
"Civitas Resources, Inc. ",NYSE,CIVI,Energy,1999,US/CA,322,B+,B+,Public Company,85.0,67.71,5742.8,930.6,2158.3,1718.6,1083.1,764.8,254.5,5984.7,6741.0,532.0,4655.0,11.5,12.9,5,2277.6,4,1587.23,3,5755.349999999999,6.171072426391575,3.3415570813452815,5.30218816360447,5.8878260869565215
Avista Corporation ,NYSE,AVA,Utilities,1889,US/CA,1920,BBB,BBB,Public Company,73.0,42.83,5740.2,1438.9,952.3,446.6,200.5,148.3,22.2,5359.4,6853.6,2642.3,2154.7,2.08,2.29,5,493.3,2,279.97,2,3126.5899999999997,3.989297379943012,12.853112404836542,28.62942643391521,20.591346153846153
Cabot Corporation ,NYSE,CBT,Materials,1882,US/CA,4500,BBB,BBB,Public Company,56.3,77.46,5710.9,3409.0,843.0,654.0,502.0,144.0,168.0,1466.0,3306.0,1260.0,1090.0,2.51,6.76,5,795.7,5,634.16,5,4360.998,1.6752420064535054,8.732262996941895,11.376294820717131,30.860557768924302
"Energizer Holdings, Inc. ",NYSE,ENR,Consumer Staples,2015,US/CA,6000,B+,B+,Public Company,71.3,30.64,5709.8,3021.5,1126.8,532.2,418.9,214.6,238.9,495.2,5007.5,3570.5,355.7,2.99,3.21,10,597.4,8,468.68,7,2184.632,1.8897236471951018,10.728673431040962,13.630460730484604,10.247491638795987
"Greif, Inc. ",NYSE,GEF,Materials,1877,US/CA,16000,BB,BB,Public Company,48.6,70.78,5708.0,5556.1,1243.3,893.5,663.2,352.9,124.6,1810.6,5815.8,2519.1,1599.7,7.26,7.77,5,875.0,5,650.28,5,3439.9080000000004,1.0273393207465669,6.388360380526021,8.606755126658625,9.74931129476584
The Weir Group PLC ,LSE,WEIR,Industrials,1871,EU,11994,BB+,BB+,Public Company,259.6,17.41,5668.1,2618.2,927.9,423.8,342.1,205.8,461.1,562.3,4733.4,1809.3,1969.5,0.795,1.16,12,543.5,13,451.08,10,4519.636,2.164884271637003,13.374469089193017,16.56854720841859,21.89937106918239
Americanas S.A. ,BOVESPA,AMER3,Consumer Discretionary,1999,LATAM,10781,BB,BB,Public Company,898.8,3.67,5659.6,4073.4,1686.9,386.2,262.6,94.6,485.8,1404.5,7990.2,2858.4,2855.7,0.106,0.136,3,854.8,12,393.76,8,3298.5959999999995,1.389404428732754,14.654583117555672,21.552170601675552,34.62264150943396
"Hyundai Glovis Co., Ltd. ",KOSE,A086280,Industrials,2001,APAC,1497,BBB+,BBB+,Public Company,37.5,133.32,5657.6,18284.4,1482.6,1501.5,1171.5,799.2,1381.3,3244.8,10217.7,2574.9,4879.6,21.3,23.8,15,1540.0,11,1198.0,14,4999.5,0.3094222397234801,3.767965367965368,4.829364063166881,6.259154929577464
"Amkor Technology, Inc. ",NasdaqGS,AMKR,Information Technology,1968,US/CA,30400,BB,BB,Public Company,244.8,21.93,5654.7,6138.3,1261.7,1408.2,820.3,692.8,826.7,3030.8,6038.6,1370.5,2972.5,2.84,3.26,2,1630.5,2,996.29,2,5368.464,0.9212159718488832,4.015551768214742,6.8934536145312695,7.721830985915493
H.B. Fuller Company ,NYSE,FUL,Materials,1887,US/CA,6500,BB,BB,Public Company,53.2,70.57,5654.4,3278.0,901.2,456.1,311.8,168.0,61.8,728.1,4274.5,1660.0,1597.4,3.15,4.63,7,586.9,7,409.46,7,3754.3239999999996,1.7249542403904818,12.397281297960973,18.134701731879407,22.4031746031746
NorthWestern Corporation ,NasdaqGS,NWE,Utilities,1923,US/CA,1483,BBB,BBB,Public Company,56.2,55.47,5639.9,1372.3,736.5,452.9,262.1,175.4,2.82,5247.2,6780.4,2556.3,2339.7,3.29,3.34,6,509.1,2,295.44,4,3117.414,4.1098156379800335,12.452859350850076,21.518122853872566,16.860182370820667
Endeavour Mining plc ,TSX,EDV,Materials,2021,EU,3726,BB-,BB-,Public Company,246.8,21.41,5579.3,2778.1,1588.6,1473.1,549.2,162.1,906.2,4980.2,6770.9,893.0,4385.7,0.65,1.82,13,1268.1,13,774.62,7,5283.988,2.008315035455887,3.7874550268142015,10.15895848506919,32.93846153846154
Avient Corporation ,NYSE,AVNT,Materials,1885,US/CA,8700,BB,BB,Public Company,90.9,47.09,5573.2,4818.8,1135.3,588.9,443.1,251.6,601.2,750.2,4997.2,1936.3,1790.5,2.75,3.65,8,667.8,7,495.45,6,4280.481000000001,1.1565534987963808,9.463745967057225,12.577747686752424,17.123636363636365
Signify N.V. ,ENXTAM,LIGHT,Industrials,1891,EU,35407,BBB-,BBB-,Public Company,125.2,29.38,5570.6,7801.7,2912.4,903.2,684.7,615.7,967.8,767.7,9389.3,2283.6,2953.5,4.93,3.7,9,1129.5,5,766.18,6,3678.3759999999997,0.7140238665931785,6.167626217891939,8.135825909157296,5.959432048681542
"Dillard's, Inc. ",NYSE,DDS,Consumer Discretionary,1938,US/CA,30400,BB-,BB-,Public Company,17.5,314.93,5554.7,6624.3,3077.0,1409.1,1212.6,933.1,716.8,1233.1,3245.6,608.7,1451.2,53.2,27.4,2,735.7,4,546.03,4,5511.275000000001,0.8385338828253551,3.9420197289049748,4.58081807685964,5.919736842105263
SPIE SA ,ENXTPA,SPIE,Industrials,1900,EU,45803,BB,BB,Public Company,162.9,22.38,5532.3,8042.6,659.0,505.7,443.8,192.8,1410.6,618.8,9794.6,2895.9,1913.7,1.19,1.9,9,700.1,9,498.65,9,3645.7019999999998,0.6878745679257952,10.939885307494563,12.465750337990086,18.80672268907563
Evoqua Water Technologies Corp. ,NYSE,AQUA,Industrials,2013,US/CA,4000,B+,B+,Public Company,121.5,38.58,5532.0,1464.4,524.3,245.3,121.4,57.7,146.2,420.5,1868.9,832.9,582.2,0.47700000000000004,0.9940000000000001,12,311.1,12,186.73,8,4687.469999999999,3.777656378038787,22.551977170811252,45.568369028006586,80.88050314465409
Zhaojin Mining Industry Company Limited ,SEHK,1818,Materials,2004,APAC,6755,BB+,BB+,Public Company,3270.4,0.86,5517.6,1079.8,420.8,274.4,134.5,18.4,472.0,2550.1,6772.4,2661.2,3105.6,0.006,0.039,4,434.2,3,298.09,4,2812.544,5.1098351546582705,20.10787172011662,41.02304832713755,143.33333333333331
The Brink's Company ,NYSE,BCO,Industrials,1859,US/CA,73350,BB,BB,Public Company,47.2,57.65,5512.0,4200.2,1016.6,587.2,343.0,175.0,710.3,1164.7,5566.7,3299.7,252.6,3.62,5.95,2,815.5,2,582.94,2,2721.08,1.3123184610256655,9.38692098092643,16.06997084548105,15.925414364640883
Huhtamäki Oyj ,HLSE,HUH1V,Materials,1920,EU,19973,BB+,BB+,Public Company,104.4,36.3,5501.7,4065.6,719.4,531.2,357.2,237.2,203.2,1903.9,5165.7,1936.5,1816.4,2.27,2.56,6,614.3,5,401.09,5,3789.72,1.3532319952774499,10.35711596385542,15.402295632698769,15.991189427312774
Victoria's Secret & Co. ,NYSE,VSCO,Consumer Discretionary,2021,US/CA,24000,BB-,BB-,Public Company,83.1,37.6,5497.8,6785.0,2943.0,947.6,662.6,471.6,490.0,2326.0,4344.0,2636.0,257.0,5.44,4.94,12,838.6,7,578.41,9,3124.56,0.8102873986735446,5.801815111861545,8.297313613039542,6.911764705882352
"TriNet Group, Inc. ",NYSE,TNET,Industrials,1988,US/CA,3500,BB+,BB+,Public Company,62.1,86.67,5483.0,4540.0,1053.0,593.0,543.0,376.0,612.0,121.0,3309.0,547.0,881.0,5.79,5.05,5,484.0,5,347.08,5,5382.207,1.2077092511013217,9.24620573355818,10.097605893186003,14.968911917098445
Lumentum Holdings Inc. ,NasdaqGS,LITE,Information Technology,2015,US/CA,6815,BB-,BB-,Public Company,68.1,89.4,5475.1,1712.6,851.6,477.8,310.7,198.9,1290.2,434.1,4162.2,1936.0,1875.0,2.79,6.49,13,645.6,5,544.91,11,6088.14,3.1969520028027563,11.458978652155714,17.621821692951404,32.043010752688176
Synaptics Incorporated ,NasdaqGS,SYNA,Information Technology,1986,US/CA,1775,BB-,BB-,Public Company,39.6,133.93,5473.0,1739.7,943.1,516.2,368.7,257.5,824.0,185.3,2858.1,1040.8,1266.4,6.6,12.6,10,611.3,2,665.72,8,5303.628000000001,3.1459447031097314,10.60247965904688,14.844046650393274,20.292424242424243
TAG Immobilien AG ,XTRA,TEG,Real Estate,1882,EU,1863,BBB-,BBB-,Public Company,175.4,9.19,5470.7,699.7,333.1,237.3,229.9,574.5,109.7,58.6,8061.7,3518.4,3559.1,3.93,2.13,2,237.7,9,463.8,4,1611.926,7.818636558525081,23.05394016013485,23.79599826011309,2.338422391857506
Focus Financial Partners Inc. ,NasdaqGS,FOCS,Financials,2006,US/CA,4400,BB-,BB-,Public Company,65.5,41.85,5466.4,1798.0,835.4,487.2,246.6,70.4,310.7,297.0,4709.0,2671.0,1117.4,1.12,4.49,9,567.8,7,296.4,5,2741.175,3.040266963292547,11.220032840722496,22.167072181670722,37.36607142857142
"Kimberly-Clark de México, S. A. B. de C. V. ",BMV,KIMBER A,Consumer Staples,1925,LATAM,10001,A-,A-,Public Company,3075.1,1.5,5464.1,2287.5,752.7,449.3,374.0,195.4,598.8,896.7,2379.6,1462.0,279.2,0.064,0.092,6,579.3,5,478.62,4,4612.65,2.3886775956284154,12.161362118851548,14.609893048128344,23.4375
Mitsubishi Motors Corporation ,TSE,7211,Consumer Discretionary,1970,APAC,28796,BB,BB,Public Company,1488.3,3.9,5438.3,16790.3,2901.3,1163.4,791.3,783.8,4212.2,3536.5,15880.6,3957.1,5190.5,0.527,0.43200000000000005,13,1362.7,11,883.89,12,5804.37,0.32389534433571765,4.674488567990373,6.87261468469607,7.400379506641365
"AMN Healthcare Services, Inc. ",NYSE,AMN,Health Care,1985,US/CA,3800,BB,BB,Public Company,43.3,107.44,5432.7,3984.2,1696.6,785.8,666.5,460.0,180.9,154.9,3131.9,867.1,1162.0,9.85,8.52,8,644.3,8,483.84,5,4652.152,1.3635610662115356,6.913591244591499,8.151087771942985,10.90761421319797
ContourGlobal plc ,LSE,GLO,Utilities,2005,EU,1518,BB-,BB-,Public Company,656.8,2.98,5395.3,2151.9,457.9,802.0,418.9,182.4,369.1,3925.4,6192.4,4269.6,370.5,0.275,0.131,2,809.6,3,389.12,2,1957.264,2.5072261722198985,6.727306733167082,12.879684888994989,10.836363636363636
Samsonite International S.A. ,SEHK,1910,Consumer Discretionary,1910,EU,9500,B+,B+,Public Company,1437.8,2.41,5360.2,2020.8,1403.8,408.3,342.3,213.1,1324.8,504.0,4854.3,3226.7,726.6,0.14800000000000002,0.16699999999999998,6,589.6,10,438.74,11,3465.098,2.652513855898654,13.128092089150133,15.659363131755768,16.283783783783782
Flowserve Corporation ,NYSE,FLS,Industrials,1912,US/CA,15000,BBB-,BBB-,Public Company,130.7,32.84,5339.8,3541.1,983.9,300.1,205.4,95.5,658.5,709.8,4749.8,1502.2,1837.3,0.732,1.9,13,479.2,12,378.57,13,4292.188,1.5079495072152722,17.79340219926691,25.99707887049659,44.86338797814208
LANXESS Aktiengesellschaft ,XTRA,LXS,Materials,1863,EU,12950,BBB,BBB,Public Company,86.3,32.16,5338.4,8594.3,2157.6,1082.0,565.5,307.3,1289.7,2930.7,11961.8,3985.0,4278.4,3.56,4.41,18,1011.7,16,493.64,19,2775.4079999999994,0.6211558823871636,4.933826247689463,9.440141467727674,9.033707865168537
"Maximus, Inc. ",NYSE,MMS,Information Technology,1975,US/CA,35800,BB+,BB+,Public Company,60.6,62.68,5323.4,4254.5,885.2,407.9,289.1,186.8,135.1,242.0,4119.0,1708.0,1480.3,3.01,3.24,2,447.2,1,333.47,2,3798.408,1.2512398636737572,13.050747732287325,18.413697682462814,20.823920265780732
AB Electrolux (publ) ,OM,ELUX B,Consumer Discretionary,1901,EU,52000,A-,A-,Public Company,272.1,13.21,5319.7,13894.0,2108.3,911.8,436.3,287.6,1208.0,3118.0,11900.6,2087.0,2058.1,1.02,1.63,8,1023.3,12,587.24,11,3594.4410000000007,0.38287750107960267,5.834283834174161,12.19275727710291,12.950980392156863
"Academy Sports and Outdoors, Inc. ",NasdaqGS,ASO,Consumer Discretionary,1938,US/CA,22000,BB-,BB-,Public Company,85.1,46.24,5316.4,6773.1,2308.8,980.1,874.6,643.4,486.0,1425.4,4584.9,1847.3,1466.9,7.18,7.03,12,940.1,10,831.3,11,3935.024,0.7849286146668437,5.424344454647485,6.0786645323576485,6.440111420612814
Methanex Corporation ,TSX,MX,Materials,1968,US/CA,1300,BB,BB,Public Company,70.3,40.99,5286.1,4414.6,1204.0,1009.5,759.0,514.7,932.1,3686.1,6089.6,2875.3,1954.7,6.92,4.37,10,929.1,8,558.38,4,2881.597,1.197413129162325,5.236354631005448,6.964558629776022,5.923410404624278
Südzucker AG ,XTRA,SZU,Consumer Staples,1837,EU,18819,BBB-,BBB-,Public Company,204.1,13.92,5286.0,8533.3,3186.6,806.9,448.6,160.6,354.4,3355.0,9479.4,2115.6,4154.2,0.723,1.08,4,876.0,3,491.17,3,2841.072,0.6194555447482217,6.5509976453092085,11.783325902808738,19.25311203319502
"FirstCash Holdings, Inc ",NasdaqGS,FCFS,Financials,1988,US/CA,17000,BB,BB,Public Company,47.0,80.33,5266.8,1699.0,1242.6,473.6,208.6,176.9,120.0,768.6,3836.5,1586.6,1808.1,3.98,5.22,4,464.4,4,306.85,1,3775.5099999999998,3.099941141848146,11.120777027027026,25.24832214765101,20.183417085427134
Corporate Office Properties Trust ,NYSE,OFC,Real Estate,1988,US/CA,405,BBB-,BBB-,Public Investment Firm,112.2,26.77,5253.7,665.5,353.3,322.4,178.0,132.4,13.3,3583.1,4262.5,2305.3,1684.0,1.18,1.14,5,339.3,8,184.86,7,3003.594,7.894365138993238,16.29559553349876,29.515168539325842,22.686440677966104
Callon Petroleum Company ,NYSE,CPE,Energy,1950,US/CA,322,B,B,Public Company,61.7,44.42,5251.4,2045.0,2072.2,1460.9,1046.1,845.0,9.88,5217.7,5547.5,2735.7,1865.8,14.8,17.6,9,1927.3,9,1530.33,5,2740.7140000000004,2.5679217603911977,3.594633445136559,5.019978969505783,3.0013513513513512
"Owens & Minor, Inc. ",NYSE,OMI,Health Care,1882,US/CA,17300,BB-,BB-,Public Company,76.2,31.62,5221.1,9785.3,1576.4,453.0,320.9,154.0,55.7,511.2,3536.6,1153.6,938.5,2.09,2.9,6,657.0,6,472.91,6,2409.444,0.5335656546043556,11.525607064017661,16.270177625428484,15.129186602870815
Dana Incorporated ,NYSE,DAN,Consumer Discretionary,1904,US/CA,41300,BB,BB,Public Company,143.4,16.97,5219.7,8945.0,714.0,607.0,217.0,98.0,268.0,2446.0,7632.0,2720.0,2173.0,0.68,1.31,7,787.6,7,398.58,7,2433.498,0.5835326998323085,8.599176276771004,24.053917050691243,24.955882352941174
Securitas AB (publ) ,OM,SECU B,Industrials,1934,EU,320850,BBB-,BBB-,Public Company,364.6,9.09,5162.6,11910.9,2018.1,708.3,539.5,346.3,531.8,755.4,7007.5,2218.2,2300.3,0.95,1.14,12,1107.6,10,751.76,10,3314.214,0.4334349209547558,7.2887194691514905,9.56923076923077,9.56842105263158
"Sonic Automotive, Inc. ",NYSE,SAH,Consumer Discretionary,1997,US/CA,10200,BB,BB,Public Company,39.3,58.45,5118.7,12396.4,2162.7,701.0,597.4,372.9,299.4,1931.9,4975.1,3318.9,1076.4,9.18,9.54,7,763.3,5,650.25,5,2297.085,0.41291826659352715,7.301997146932953,8.568295949112823,6.367102396514162
"ALPEK, S.A.B. de C.V. ",BMV,ALPEK A,Materials,1975,LATAM,7232,BBB-,BBB-,Public Company,2106.7,1.42,5114.6,7620.5,1634.5,1464.4,1301.5,673.5,514.2,2095.5,6046.0,1736.6,2418.8,0.319,0.45899999999999996,7,1525.1,12,1070.51,11,2991.5139999999997,0.6711633094941277,3.4926249658563235,3.9297733384556284,4.45141065830721
Bosideng International Holdings Limited ,SEHK,3998,Consumer Discretionary,1976,APAC,10118,BBB-,BBB-,Public Company,10815.3,0.562,5097.0,2557.4,1535.9,487.5,411.5,325.3,394.7,454.3,3357.1,541.1,1928.5,0.03,0.033,8,545.6,5,472.71,11,6078.198600000001,1.9930398060530226,10.455384615384615,12.386391251518834,18.733333333333334
Organization of Football Prognostics S.A. ,ATSE,OPAP,Consumer Discretionary,1958,EU,1636,BB-,BB-,Public Company,358.5,13.75,5057.4,871.1,812.5,703.1,572.9,376.6,978.5,120.1,3073.5,1250.0,1079.7,1.08,1.18,2,717.9,5,580.39,3,4929.375,5.805762828607508,7.193002417863745,8.827718624541804,12.731481481481481
CI Financial Corp. ,TSX,CIX,Financials,1965,US/CA,2416,BBB-,BBB-,Public Investment Firm,191.9,11.44,5052.6,2169.7,1524.4,848.4,762.7,358.6,182.4,154.3,6842.8,3134.5,1276.7,1.83,2.47,9,759.5,6,626.69,2,2195.336,2.328709038115869,5.955445544554456,6.624623049691884,6.251366120218579
K+S Aktiengesellschaft ,XTRA,SDF,Materials,1889,EU,10802,BB,BB,Public Company,191.4,23.67,5038.0,3654.2,1780.9,1656.4,1304.4,2583.4,444.4,6951.1,9935.4,1589.1,6024.6,13.5,8.75,12,2579.7,14,1881.96,8,4530.438,1.378687537627935,3.0415358609031635,3.8623121741796993,1.7533333333333334
Husqvarna AB (publ) ,OM,HUSQ B,Industrials,1689,EU,14799,BBB,BBB,Public Company,570.5,6.93,5037.9,5204.4,1523.4,640.0,490.7,374.1,244.2,1008.9,5631.4,1190.9,2394.0,0.6559999999999999,0.652,6,788.1,6,530.35,6,3953.565,0.9680078395204058,7.871718749999999,10.266761768901569,10.564024390243903
ISS A/S ,CPSE,ISS,Industrials,1901,EU,311820,BBB-,BBB-,Public Company,184.7,17.87,5037.5,10915.4,9517.1,368.3,281.2,176.3,524.3,516.4,6677.3,2597.5,1191.4,0.9540000000000001,1.43,9,677.2,9,425.83,10,3300.589,0.46150393022701874,13.677708389899538,17.91429587482219,18.731656184486372
AutoStore Holdings Ltd. ,OB,AUTO,Industrials,1996,EU,575,B+,B+,Public Company,3338.0,1.4,5007.2,325.8,287.5,135.7,114.0,26.6,146.9,22.8,2129.0,452.8,1391.2,0.008,0.049,7,292.2,7,272.3,5,4673.2,15.368937998772251,36.89904200442152,43.92280701754386,174.99999999999997
"Euronet Worldwide, Inc. ",NasdaqGS,EEFT,Information Technology,1994,US/CA,8800,BBB,BBB,Public Company,49.6,94.1,5004.4,2995.4,1236.1,419.2,281.2,136.3,1803.9,506.9,4744.3,1588.5,1255.5,2.64,7.14,9,631.6,9,444.86,8,4667.36,1.67069506576751,11.93797709923664,17.796586059743955,35.64393939393939
SNC-Lavalin Group Inc. ,TSX,SNC,Industrials,1911,US/CA,30989,BB+,BB+,Public Company,175.6,20.12,5002.1,5824.8,333.5,270.3,130.5,445.7,480.8,544.6,7804.1,1707.8,2365.5,2.54,1.51,7,512.0,11,431.54,5,3533.072,0.8587590990248593,18.505734369219386,38.33026819923372,7.921259842519685
"Gestamp Automoción, S.A. ",BME,GEST,Consumer Discretionary,1997,EU,37085,BB-,BB-,Public Company,574.7,3.76,4993.7,9308.7,3690.2,1320.5,460.1,198.2,1683.4,4917.8,9827.6,4401.7,2526.3,0.345,0.514,8,1192.6,11,577.14,8,2160.872,0.5364551441124968,3.781673608481636,10.853510106498586,10.898550724637682
Finning International Inc. ,TSX,FTT,Industrials,1933,US/CA,13188,BBB+,BBB+,Public Company,153.7,22.11,4992.9,5763.8,1524.0,649.0,494.5,326.9,396.7,1065.2,4718.3,1432.6,1851.5,2.07,2.17,8,783.3,7,514.67,6,3398.307,0.8662514313473749,7.693220338983051,10.096865520728008,10.681159420289855
"Casella Waste Systems, Inc. ",NasdaqGS,CWST,Industrials,1975,US/CA,2900,BB-,BB-,Public Company,51.7,84.44,4971.6,889.2,336.3,210.4,93.3,47.0,33.8,738.4,1283.6,621.3,422.5,0.9129999999999999,1.14,6,254.4,6,115.64,5,4365.548,5.591093117408907,23.629277566539926,53.28617363344052,92.48630887185105
ManpowerGroup Inc. ,NYSE,MAN,Industrials,1948,US/CA,30000,BBB,BBB,Public Company,51.7,78.16,4914.8,20724.4,3597.6,753.2,677.2,422.6,847.8,490.2,9828.9,1504.1,2531.7,7.87,8.09,11,744.9,8,649.09,10,4040.872,0.23715041207465595,6.525225703664365,7.257531010041347,9.93138500635324
"Ricoh Company, Ltd. ",TSE,7752,Information Technology,1936,APAC,78360,BBB+,BBB+,Public Company,617.1,8.05,4872.3,14481.8,4697.2,874.3,214.7,244.1,1979.6,2027.2,15261.4,2491.4,7459.4,0.375,0.713,12,1333.7,8,676.38,12,4967.655000000001,0.3364429836070102,5.572801098021275,22.693525850023292,21.46666666666667
